value,source_line,source
I may be a real bad boy but baby im a real good man,1035605,en_US.twitter
Thanks for the Retweet David! Like us on Facebook for a chance to win free incense weekly!,984841,en_US.twitter
"Air conditioning Restaurant Refrigeration Services 617-792-3350 Boston, Suburbs.",1491041,en_US.twitter
"Sending a special shout-out to - one of our incredible ""PHAME: the H is for Honored Tour"" sponsors! Thank you, CJ!",2254127,en_US.twitter
"Kansas City, MO Minneapolis, MN we'll be seeing you soon!",582894,en_US.twitter
you coming?,929498,en_US.twitter
work work work !!!,1352037,en_US.twitter
haha yeah..had to slam on my brakes,1353088,en_US.twitter
Counting the minutes,1296953,en_US.twitter
tis the season!,215700,en_US.twitter
I just wanted everyone to leave it the fuck alone. Couldn't even do that.,1565415,en_US.twitter
Take Me To Shogun Mix Master!,1280625,en_US.twitter
a #TrentReznor plug is the coolest thing ever!,204773,en_US.twitter
"Glad to see that surpassed the ""Sophomore Curse"". Congrats!",305545,en_US.twitter
me too,520529,en_US.twitter
Pain is inevitable but misery is optional!!,257053,en_US.twitter
We're teaching life skills through music !,154233,en_US.twitter
"We're sorry to inform that we'll be closed this weekend as the fire repairs are not yet complete. We expect to re-open on Monday, July 11th.",1612088,en_US.twitter
Ah. Home relaxing with my boo bear. 💘,602034,en_US.twitter
Im recordin everything from day one in the gym,555198,en_US.twitter
it was the 13th of this month when i got my car,1695926,en_US.twitter
"you know you've got it bad when your trying to sing ""Call me maybe"" but it comes out ""Call me crazy"" haha #210Takeover :D",977617,en_US.twitter
That is VERY good to see! An (increasingly rare) good day for civil liberties.,1224718,en_US.twitter
omg I just realized I was talking to you girls on Saturday :o,1284152,en_US.twitter
There really are some enticing jobs at the MLA Placement Services desk!,943527,en_US.twitter
Thank you!! RT : happy mothers day 😊,945289,en_US.twitter
oh my. were you dancing when that happened? are you okay???,2264604,en_US.twitter
"Masoli's third down pass deflected and intercepted, OSU runs it back to the Oregon 47.",2184898,en_US.twitter
"So, this exists:",1426241,en_US.twitter
i'm always on twitter dood. i just never use it.,962315,en_US.twitter
Nothing personal u just bug the shit out of me,661176,en_US.twitter
"If you want to impress me, bring me cheese itz, but not the school kind they taste like dirt. (The ones from the school store are good tho)",526445,en_US.twitter
"Bill Bedgood, the basketball coach at Sherman Oaks Notre Dame HS for seven years, has resigned effective the end of the season.",1262149,en_US.twitter
follow me?<34,49028,en_US.twitter
please follow me! #ProudToBeAMahomie =D,1188880,en_US.twitter
"I'm looking for an article on fasting... You know, in case one of you wonderful peeps happens to have just read one.",1687916,en_US.twitter
almost done with proposal due Monday for book chapter on working with faculty writers,864492,en_US.twitter
Watching 60 minutes whose doing a special on OHMYGOSH!!!,2234890,en_US.twitter
Looking for transsexual lovers? We got you covered. www.mydateishere.com,1085220,en_US.twitter
Thanks for the Twitter love. Let me know if you'd like to see a demo of GoingOn. Would love to get your input.,1430153,en_US.twitter
Maybe we'll see Starling Marte? Who knows.,1763988,en_US.twitter
Said tweet wuz a day or two ago. Check yr messages momentarily...,1533537,en_US.twitter
Great News! Starting January 2 we're adding 2 class times. M-F 8AM and M - Th 7PM.,230875,en_US.twitter
I was can,2018583,en_US.twitter
"RT : It's a good thing I got a text last night, otherwise I wouldn't have known I needed to be in cincinnati by 2pm today...",2064713,en_US.twitter
"IS NOT dropping any bands from the tour (yet)! this is a rumor , grow up children.",2016618,en_US.twitter
Hey see ya tonight?,560791,en_US.twitter
This day in history...many years ago...a baby was born in a snow storm. Today it's 85 degrees. Warmest birthday ever!,1842016,en_US.twitter
they hating on you sweetie,1839637,en_US.twitter
"Funny you mention that - been reading a lot on the art/science of habit creation lately. All w/good posture, of course ;-)",2060017,en_US.twitter
Good 4 U She needs to blocked and gagged This is the poison going back in2 the universe. May B she's the cause of nat disas,1354433,en_US.twitter
"I do the same thing for unused cards! Yet somehow, they hardly ever get used.",1744667,en_US.twitter
Being caught in the rain in real life is nothing like the movies...there's no singing and no Ryan Gosling,1554528,en_US.twitter
only four glasses. So not each course :),1020074,en_US.twitter
So much flavor packed into locally grown food that just a little olive oil and sprinkle of sea salt is all you need :),1166378,en_US.twitter
"I'd tell him, but he already blocked me!!",1363302,en_US.twitter
"I don't know, devany IS the one who left sweet ole Texas. Meanwhile Lauren's supporting the tx economy!",868837,en_US.twitter
“: Heard there was an important football game on right now.... Hum? #nflsunday ” Yep! Pulling for the 49ers.,818400,en_US.twitter
where black people even wear Aeropostale.,40871,en_US.twitter
Hello there. Thank you for following me:,235639,en_US.twitter
Camera Fun Time: shoot subject using a stool in various positions from different angles. Make half the shots candids and half smiles.,771633,en_US.twitter
Pretty sure the kids that outside my window that were doing the soccer chant for Seven Nation Army have no idea it's a White Stripes song,54547,en_US.twitter
#BieberGraduationGifts you should ask some fans to make a scrapbook about his past life through to where he is now!(:,44099,en_US.twitter
"if i were rich i would fly to the west coast to see this eclipse, annular solar is the only eclipse i haven't seen, i will someday tho!",1005718,en_US.twitter
I think if they can keep the young guys together they will be a force. JR and Kmart are gone. Hope Nugs keep Felton but doubt,694686,en_US.twitter
"Does anybody do #FF #FollowFriday anymore? Well, follow He's hilarious.",1890431,en_US.twitter
#legit #WORD ;),680620,en_US.twitter
"Dexter Season Four was awesome, but all I have to say is cliff hanger much!! Well back to it, break time is over. Lots yet still to do.",1082072,en_US.twitter
But I rather go to walmart to play in the store lol,210012,en_US.twitter
English without nick is like life without a penis,749867,en_US.twitter
Ok nevr put curlers in ur hair ashley (LOL),1743409,en_US.twitter
your hot but you jus farted 💩💨at the bar and it smells really bad k farted bye,2279590,en_US.twitter
Nice! Good job #Pats!,1605107,en_US.twitter
I miss you to,1014060,en_US.twitter
let's not forget older adults choosing to live in cities,1822699,en_US.twitter
Is your last name Gillette? Because you are the best a man can get.,2259586,en_US.twitter
Omw to school bumping that,45498,en_US.twitter
#FF Happy Friday to you!,1184404,en_US.twitter
black wolf opened on Wednesday. Let's go. $100 a hole? Teams?,468681,en_US.twitter
Just got home from Julian. My little one loved picking organic apples and pears in the orchard. Now... what should I do with all the fruit.,320778,en_US.twitter
"2/3 sensor is no longer a good idea. 3K not enough for stills. Scarlet was a girl, but has now grown up into a woman. 5K!!",87157,en_US.twitter
you were busy tho :( with your boy toy lol,1872780,en_US.twitter
#ff and see when it's out!,1182933,en_US.twitter
May better be bringing some damn flowers and sunshine! No more showers. #hopeful ☀🌷,303176,en_US.twitter
Im all cried out....,1402776,en_US.twitter
Channel Brad Ross on a breakaway!!,2349380,en_US.twitter
I care not! Haha,2207962,en_US.twitter
Football and netball action,1754264,en_US.twitter
Ah new season of #SisterWives starts now on :) :) :),620895,en_US.twitter
Once I finish recording my new CD I'll get nice prints and sell 'em. Really appreciate you two coming out tho. Good times!,693926,en_US.twitter
#IDontPartyBecause Jesus told me not to,1606876,en_US.twitter
"lmao if you got yourself a pair of 24"" heels you'd male a great coach!",810192,en_US.twitter
"Loved reading the #summertimehack essay by Kate Pruittin newspaper. Good job everyone, you can feel the love you put in it.",1105876,en_US.twitter
I'm super happy with it!,374854,en_US.twitter
Gerrard's hat trick was nice!,243833,en_US.twitter
Nice driving range session today..hopefully can take it on the golf course.,2334561,en_US.twitter
Feisty Cain presses ahead with bid,838605,en_US.twitter
Your blowing up my phone :)Is your case still working after it fell last Sunday? HAHA i was gonna put my number in.,941041,en_US.twitter
Nyjer being an asshat. Love that.,1004503,en_US.twitter
you're adorable.,1366083,en_US.twitter
CHECK EMAIL,611009,en_US.twitter
The president will not stop in WI on taxpayer funded bus tour. You would think he would campaign where last three elections have gone Rep.,324280,en_US.twitter
Congrats to you and your family!!!,1191500,en_US.twitter
This is why you're (one of) my best friend.,922518,en_US.twitter
That was odd,570868,en_US.twitter
"The best equipping is God's living presence, His hand which will never lets go of yours.",1188948,en_US.twitter
I'm down,1053460,en_US.twitter
"What do you think of ? I gave it a whirl, but didn't get sucked in.",932877,en_US.twitter
Why did you mention yourself O_o?,622957,en_US.twitter
"ProTip: When someone gives you an Amazon gift card, it will not work when you try to redeem it on iTunes, no matter how many times you try.",1939185,en_US.twitter
Parties & festivities still went on downstairs & body of Whitney lay upstairs.Hypocrisy-failing to practice those virtues that one preaches.,1416595,en_US.twitter
"Thanks for the mention, we're thrilled to have Shauna here.",1054144,en_US.twitter
He ran and hid behind the couch. ruff.,1340642,en_US.twitter
"Seattle Public Schools arranged for 14,500 children to hear the Dalai Lama speak Monday. Imagine if they had arranged to hear Billy Graham.",1528258,en_US.twitter
... and then brought it for two brutal months a baseball collapse no one has had anywhere ever,1022230,en_US.twitter
turning my amp to 11 today,424555,en_US.twitter
you're mean.,968514,en_US.twitter
Sad to be leaving Austin so soon but at least I got two breakfast tacos in before heading to the airport. Hope to come back soon!,665408,en_US.twitter
"Hard work, AVID pay off for Dell Scholar, 17",1915214,en_US.twitter
"What's the life span of a crab?? It's as long as he doesn't get caught and Eaten LOL. Sorry I know, dumb joke but it was funny to me lol.",350796,en_US.twitter
I wanna cuddle with her right now (:,1762707,en_US.twitter
OK IM NOT TIRED ANYMORE. GOOD MORNING PPLS!!!!!!!!,659455,en_US.twitter
That goes away if you go on another cruise.,2202339,en_US.twitter
I'd rather skate against Iron Maven.,1598487,en_US.twitter
Going to tonight for my birthday! I repeat: going to tonight! Cannot wait.,211360,en_US.twitter
"Save the Date! ""Regional Clinical Seminar: Sports Vision"" with Paul Harris, OD | Hamilton, New Zealand | 17-18 NOV 2012",870987,en_US.twitter
lol love you too,1801296,en_US.twitter
""": Can't wait til my show this weekend. Me and my",2340582,en_US.twitter
Giving turns your customers into your best marketers.,11397,en_US.twitter
“: huh?”ask your cuzin what I meant with her bird watching ass,2097545,en_US.twitter
"Great things are not done by impulse, but by a series of small things brought together. ~Vincent Van Gogh",1187535,en_US.twitter
"End of the top of the 7th, OLLU and HV tied at 1.",126356,en_US.twitter
"Congrats to today's winner, Asha Bee! Only 4 days left for a chance to win your mom a FUMI Bracelet Pursehook!",1396359,en_US.twitter
"Ready for that ""all over"" tan - no lines... in T-4 days (I am going Sunday)",662606,en_US.twitter
